,Unnamed: 0,attack,client,dst_ip,severity,src_ip
2426,3033,NTP Enforcement Violation,1,200.75.192.250,High,190.105.139.82
2427,1002,,2,10.197.86.41,Informational,78.251.249.9
2428,2156,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.59
2429,334,,2,192.168.148.49,Informational,40.200.62.249
2430,2103,Scanner Enforcement Violation,1,200.75.192.250,High,68.210.89.189
2431,925,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.96.41
2432,2002,,5,157.101.250.49,Informational,10.0.11.76
2433,2985,Scanner Enforcement Violation,1,200.75.192.250,High,153.135.64.61
2434,697,,2,10.196.224.142,Informational,29.43.240.10
2435,397,,2,10.196.96.51,Informational,29.79.216.127
2436,943,,2,192.168.144.103,Informational,251.148.220.35
2437,1580,Windows SMB Protection Violation,2,10.196.150.32,Critical,10.200.205.230
2438,1294,,2,10.196.144.29,Informational,157.101.2.114
2439,2186,Scanner Enforcement Violation,1,200.75.192.250,High,191.245.84.22
2440,83,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.5
2441,1680,Windows SMB Protection Violation,2,10.196.150.65,Critical,10.200.205.231
2442,928,,2,10.196.94.33,Informational,157.101.2.114
2443,2922,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.44
2444,1901,Windows SMB Protection Violation,2,10.200.52.96,Critical,10.200.205.230
2445,1327,,2,10.196.78.116,Informational,191.33.223.218
2446,2847,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.200
2447,2924,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.15
2448,2691,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.59
2449,267,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.78.44
2450,1140,,2,10.196.96.45,Informational,10.61.19.5
2451,2562,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.88.2
2452,1427,Windows SMB Protection Violation,2,10.196.88.7,Critical,10.200.205.230
2453,299,,2,192.168.200.118,Informational,40.250.76.236
2454,3220,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2455,527,,2,192.168.148.78,Informational,29.62.150.237
2456,1054,,2,10.200.43.122,Informational,78.251.249.14
2457,2680,Application Servers Protection Violation,1,200.75.192.252,High,201.154.48.30
2458,2264,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.49
2459,2416,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.39
2460,18,Windows SMB Protection Violation,2,10.200.44.72,Critical,10.200.205.230
2461,1777,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.204.0
2462,1804,Windows SMB Protection Violation,2,10.196.96.11,Critical,10.200.205.230
2463,1387,Windows SMB Protection Violation,2,10.196.80.161,Critical,10.200.205.231
2464,2548,Scanner Enforcement Violation,1,200.75.192.250,High,68.210.29.135
2465,3021,Scanner Enforcement Violation,1,200.75.192.250,High,57.38.54.53
2466,2376,Scanner Enforcement Violation,1,200.75.192.250,High,153.135.64.123
2467,3215,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2468,2386,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.72
2469,1925,Windows SMB Protection Violation,2,10.196.16.45,Critical,10.200.205.231
2470,585,,2,192.168.170.40,Informational,109.105.156.17
2471,1662,Windows SMB Protection Violation,2,10.196.88.17,Critical,10.200.205.231
2472,2784,Scanner Enforcement Violation,1,200.75.192.250,High,153.135.64.123
2473,901,,2,192.168.162.242,Informational,218.58.249.209
2474,1301,,2,10.196.86.85,Informational,110.103.151.206
2475,2951,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.72
2476,2731,NTP Enforcement Violation,1,200.75.192.254,High,190.105.139.78
2477,570,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.206.99
2478,2633,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.18
2479,3177,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.15
2480,2106,Web Server Enforcement Violation,1,200.75.192.252,Critical,210.13.201.137
2481,2565,Web Server Enforcement Violation,1,200.75.192.252,Critical,199.112.224.171
2482,1620,Windows SMB Protection Violation,2,10.196.222.85,Critical,10.200.205.230
2483,1933,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.88.6
2484,2751,NTP Enforcement Violation,1,200.75.192.254,High,57.15.241.141
2485,2421,NTP Enforcement Violation,1,200.75.192.254,High,135.250.206.86
2486,3070,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.200
2487,2729,Scanner Enforcement Violation,1,200.75.192.252,High,11.250.136.139
2488,2765,NTP Enforcement Violation,1,200.75.192.250,High,57.15.241.141
2489,1057,,2,10.196.86.53,Informational,58.201.27.16
2490,475,,2,10.196.86.68,Informational,191.60.216.52
2491,1353,,2,10.200.44.156,Informational,10.129.48.46
2492,312,Windows SMB Protection Violation,2,10.196.78.125,Critical,10.200.205.231
2493,951,,2,10.196.12.11,Informational,178.226.64.153
2494,3006,Scanner Enforcement Violation,1,200.75.192.254,High,153.135.79.132
2495,3003,Scanner Enforcement Violation,1,200.75.192.254,High,169.172.28.133
2496,2107,Web Server Enforcement Violation,1,200.75.192.252,Critical,41.187.132.14
2497,983,,2,10.197.204.42,Informational,29.79.210.33
2498,164,Windows SMB Protection Violation,2,10.200.44.57,Critical,10.200.205.230
2499,1305,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.96.35
2500,1576,Windows SMB Protection Violation,2,10.196.82.14,Critical,10.200.205.231
2501,1231,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.78.58
2502,1672,Windows SMB Protection Violation,2,10.197.78.10,Critical,10.200.205.231
2503,1609,Windows SMB Protection Violation,2,10.196.142.114,Critical,10.200.205.230
2504,1846,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.142.24
2505,781,,2,10.196.90.7,Informational,10.177.66.141
2506,1323,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.94.31
2507,2969,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.55
2508,1385,Windows SMB Protection Violation,2,10.200.52.46,Critical,10.200.205.231
2509,789,,2,10.200.43.26,Informational,29.44.168.109
2510,1010,,2,10.197.204.42,Informational,29.195.0.10
2511,3078,Scanner Enforcement Violation,1,200.75.192.250,High,57.75.130.176
2512,657,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.129
2513,3028,Scanner Enforcement Violation,1,200.75.192.250,High,78.9.130.135
2514,1685,Windows SMB Protection Violation,2,10.196.223.246,Critical,10.200.205.231
2515,3201,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2516,2292,Scanner Enforcement Violation,1,200.75.192.254,High,68.210.89.171
2517,2467,Web Server Enforcement Violation,1,200.75.192.250,Critical,199.112.100.96
2518,285,,2,192.168.152.213,Informational,94.221.17.183
2519,2557,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.61
2520,3049,Scanner Enforcement Violation,1,200.75.192.254,High,201.154.222.8
2521,774,,2,10.196.90.7,Informational,10.177.66.141
2522,2944,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.59
2523,1833,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.80.41
2524,232,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.78.89
2525,1158,,2,10.200.44.156,Informational,10.129.47.99
2526,199,Windows SMB Protection Violation,2,10.197.88.29,Critical,10.200.205.230
2527,322,Windows SMB Protection Violation,2,10.197.202.42,Critical,10.200.205.230
2528,2358,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.164
2529,1032,,2,10.200.43.128,Informational,78.21.81.253
2530,493,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.202
2531,1713,Windows SMB Protection Violation,2,10.200.43.47,Critical,10.200.205.230
2532,178,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.59
2533,1291,,2,10.196.142.172,Informational,19.94.119.244
2534,753,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.96
2535,877,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.22.30
2536,2279,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.41
2537,2013,,5,157.101.202.49,Informational,10.0.11.76
2538,307,Windows SMB Protection Violation,2,10.200.44.46,Critical,10.200.205.230
2539,2530,Scanner Enforcement Violation,1,200.75.192.250,High,52.29.162.94
2540,3204,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2541,115,Windows SMB Protection Violation,2,10.196.152.58,Critical,10.200.205.231
2542,625,,2,10.196.86.100,Informational,29.44.170.89
2543,496,,2,10.196.144.130,Informational,10.177.66.66
2544,594,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.26
2545,2708,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.53
2546,3196,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2547,148,Windows SMB Protection Violation,2,10.196.78.85,Critical,10.200.205.231
2548,3027,Scanner Enforcement Violation,1,200.75.192.252,High,78.9.130.135
2549,1463,Windows SMB Protection Violation,2,10.197.78.66,Critical,10.200.205.231
2550,1411,Windows SMB Protection Violation,2,10.196.16.19,Critical,10.200.205.231
2551,1381,DNS Enforcement Violation,2,10.200.105.201,Critical,10.200.44.171
2552,1837,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.66
2553,208,Windows SMB Protection Violation,2,10.196.142.17,Critical,10.200.205.230
2554,3221,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2555,1414,Windows SMB Protection Violation,2,10.196.222.79,Critical,10.200.205.230
2556,784,,2,10.200.44.26,Informational,29.44.170.65
2557,2516,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.72
2558,2947,Scanner Enforcement Violation,1,200.75.192.250,High,52.29.160.176
2559,1743,Windows SMB Protection Violation,2,10.200.41.36,Critical,10.200.205.230
2560,2870,Web Server Enforcement Violation,1,200.75.192.252,Critical,70.68.246.14
2561,1696,Windows SMB Protection Violation,2,10.196.96.32,Critical,10.200.205.231
2562,1119,,2,10.197.208.87,Informational,74.67.179.27
2563,1558,Windows SMB Protection Violation,2,10.196.80.154,Critical,10.200.205.230
2564,2372,Scanner Enforcement Violation,1,200.75.192.254,High,87.7.10.253
2565,329,,2,84.40.123.173,Informational,192.168.198.75
2566,1354,,2,10.200.44.156,Informational,10.129.47.38
2567,2351,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.41
2568,2828,NTP Enforcement Violation,1,200.75.192.254,High,191.12.179.138
2569,323,Windows SMB Protection Violation,2,10.196.74.13,Critical,10.200.205.231
2570,1343,,2,192.168.174.49,Informational,94.221.16.126
2571,252,Windows SMB Protection Violation,2,10.196.80.124,Critical,10.200.205.231
2572,785,,2,10.196.142.46,Informational,178.226.64.153
2573,1617,Windows SMB Protection Violation,2,10.196.16.10,Critical,10.200.205.231
2574,702,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.20.14
2575,792,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.138
2576,2026,,5,56.57.31.206,Informational,10.0.11.116
2577,1311,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.50
2578,1369,,2,10.196.86.85,Informational,178.226.64.153
2579,93,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.94
2580,234,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.3
2581,646,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.88.27
2582,1083,,2,10.197.208.87,Informational,191.33.223.204
2583,1328,,2,10.196.150.65,Informational,10.177.110.55
2584,2961,Scanner Enforcement Violation,1,200.75.192.254,High,222.244.80.226
2585,1687,Windows SMB Protection Violation,2,10.197.78.91,Critical,10.200.205.231
2586,1079,,2,10.197.208.87,Informational,60.175.221.100
2587,1370,Windows SMB Protection Violation,2,10.197.90.18,Critical,10.200.205.230
2588,1545,Windows SMB Protection Violation,2,10.200.43.14,Critical,10.200.205.231
2589,1073,,2,10.196.142.104,Informational,10.177.66.141
2590,1479,Windows SMB Protection Violation,2,10.200.44.20,Critical,10.200.205.230
2591,1174,,2,10.200.44.156,Informational,10.129.47.15
2592,1159,,2,10.200.44.156,Informational,10.129.47.27
2593,2772,Scanner Enforcement Violation,1,200.75.192.250,High,202.52.43.85
2594,1766,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.5
2595,3067,Web Server Enforcement Violation,1,200.75.192.252,Critical,60.203.9.54
2596,296,Windows SMB Protection Violation,2,10.197.90.212,Critical,10.200.205.230
2597,2025,,5,51.79.172.232,Informational,10.0.11.116
2598,898,,2,10.196.92.4,Informational,10.177.66.141
2599,2673,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.27
2600,2885,NTP Enforcement Violation,1,200.75.192.254,High,190.105.139.86
2601,1238,,2,10.196.78.84,Informational,178.226.64.153
2602,2266,Scanner Enforcement Violation,1,200.75.192.254,High,115.110.38.6
2603,2926,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.15
2604,3137,Scanner Enforcement Violation,1,200.75.192.252,High,40.246.124.135
2605,1475,Windows SMB Protection Violation,2,10.197.207.253,Critical,10.200.205.230
2606,363,,2,10.200.44.72,Informational,218.58.244.26
2607,1306,,2,10.196.144.29,Informational,191.33.223.198
2608,1361,,2,10.200.44.156,Informational,10.129.47.118
2609,2101,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.200
2610,652,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.78.86
2611,248,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.80.41
2612,894,,2,10.200.44.47,Informational,19.94.119.244
2613,2401,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.55
2614,2819,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.27
2615,1430,Windows SMB Protection Violation,2,10.196.144.6,Critical,10.200.205.231
2616,2914,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.49
2617,1351,,2,10.200.44.156,Informational,10.129.47.145
2618,2,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.94.68
2619,155,Windows SMB Protection Violation,2,10.200.44.47,Critical,10.200.205.231
2620,87,Windows SMB Protection Violation,2,10.196.224.13,Critical,10.200.205.231
2621,1230,,2,192.168.150.207,Informational,29.214.139.204
2622,1066,,2,10.197.78.16,Informational,212.16.239.65
2623,484,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.25
2624,372,,2,10.196.86.100,Informational,60.71.176.219
2625,204,Windows SMB Protection Violation,2,10.197.207.254,Critical,10.200.205.231
2626,2200,Web Server Enforcement Violation,1,200.75.192.250,Critical,154.70.103.15
2627,1321,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.95
2628,366,,2,192.168.162.234,Informational,29.214.154.30
2629,1991,,5,58.0.134.142,Informational,10.0.11.120
2630,2653,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.41
2631,1534,Windows SMB Protection Violation,2,10.196.16.30,Critical,10.200.205.231
2632,2147,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.61
2633,908,,2,10.196.82.20,Informational,219.19.162.77
2634,1788,Windows SMB Protection Violation,2,10.196.78.154,Critical,10.200.205.231
2635,2088,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.41
2636,2579,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.63
2637,709,,2,192.168.146.16,Informational,29.62.150.237
2638,1844,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.33
2639,3063,Apache Struts2 ParametersInterceptor remote command execution,1,200.75.192.252,Critical,53.90.92.121
2640,215,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.207.252
2641,612,,2,10.196.90.7,Informational,10.177.66.141
2642,2119,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.76
2643,278,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.25
2644,16,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.36
2645,1497,Windows SMB Protection Violation,2,10.196.78.56,Critical,10.200.205.230
2646,1738,Windows SMB Protection Violation,2,10.197.90.101,Critical,10.200.205.231
2647,3205,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2648,56,Windows SMB Protection Violation,2,10.197.206.50,Critical,10.200.205.230
2649,1940,,5,51.77.76.212,Informational,10.0.11.100
2650,38,Windows SMB Protection Violation,2,10.200.46.31,Critical,10.200.205.231
2651,638,,2,10.196.224.23,Informational,178.226.64.153
2652,819,,2,10.196.88.30,Informational,43.252.172.39
2653,2113,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.59
2654,2468,Scanner Enforcement Violation,1,200.75.192.254,High,184.211.51.213
2655,353,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.80.144
2656,394,,2,10.196.92.2,Informational,60.72.147.141
2657,3152,Web Server Enforcement Violation,1,200.75.192.250,Medium,40.217.59.241
2658,1457,Windows SMB Protection Violation,2,10.196.144.91,Critical,10.200.205.230
2659,2611,NTP Enforcement Violation,1,200.75.192.250,High,57.68.137.17
2660,1779,Windows SMB Protection Violation,2,10.196.224.80,Critical,10.200.205.231
2661,1931,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.78.70
2662,99,Windows SMB Protection Violation,2,10.200.52.153,Critical,10.200.205.231
2663,2472,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.49
2664,1575,Windows SMB Protection Violation,2,10.196.142.19,Critical,10.200.205.230
2665,3172,NTP Enforcement Violation,1,200.75.192.254,High,191.234.217.13
2666,3084,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.59
2667,2178,NTP Enforcement Violation,1,200.75.192.250,High,200.36.173.101
2668,2780,Scanner Enforcement Violation,1,200.75.192.252,High,87.7.10.253
2669,1591,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.208.41
2670,1716,Windows SMB Protection Violation,2,10.200.43.109,Critical,10.200.205.230
2671,1004,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.206.12
2672,418,,2,192.168.196.234,Informational,218.58.249.212
2673,2406,Scanner Enforcement Violation,1,200.75.192.250,High,153.135.79.132
2674,1678,Windows SMB Protection Violation,2,10.197.88.13,Critical,10.200.205.231
2675,2651,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.41
2676,405,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.35
2677,939,,2,10.196.152.53,Informational,178.226.64.153
2678,1345,,2,10.200.44.156,Informational,10.129.48.64
2679,81,Windows SMB Protection Violation,2,10.197.208.81,Critical,10.200.205.231
2680,434,,2,10.200.41.24,Informational,191.33.223.215
2681,798,,2,10.200.52.118,Informational,29.44.170.89
2682,1292,,2,10.196.142.172,Informational,19.94.119.244
2683,2426,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.41
2684,1074,,2,10.196.88.8,Informational,157.101.66.49
2685,842,,2,10.197.78.15,Informational,190.28.161.54
2686,1510,Windows SMB Protection Violation,2,10.197.78.9,Critical,10.200.205.230
2687,624,,2,10.197.90.55,Informational,191.33.223.209
2688,1786,Windows SMB Protection Violation,2,10.196.150.54,Critical,10.200.205.230
2689,1961,,5,10.0.0.15,Informational,10.0.11.123
2690,2454,Scanner Enforcement Violation,1,200.75.192.250,High,57.75.130.176
2691,2295,Scanner Enforcement Violation,1,200.75.192.250,High,78.9.130.135
2692,2811,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.218
2693,2787,Scanner Enforcement Violation,1,200.75.192.250,High,153.135.64.143
2694,1120,,2,10.197.208.87,Informational,89.222.246.254
2695,2699,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.49
2696,876,,2,10.196.80.35,Informational,110.20.23.45
2697,1344,,2,10.200.44.156,Informational,10.129.47.143
2698,3076,Web Server Enforcement Violation,1,200.75.192.252,Critical,41.187.132.14
2699,478,,2,10.196.86.68,Informational,191.60.216.52
2700,378,,2,192.168.190.114,Informational,236.105.168.109
2701,55,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.5
2702,2095,Apache Server Protection Violation,1,200.75.192.252,Critical,53.90.92.121
2703,678,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.133
2704,1805,Windows SMB Protection Violation,2,10.196.92.4,Critical,10.200.205.230
2705,2931,Scanner Enforcement Violation,1,200.75.192.250,High,165.65.146.195
2706,3190,Streaming Engine: TCP anomaly detected,4,10.12.30.11,Informational,10.12.50.196
2707,326,Windows SMB Protection Violation,2,10.196.82.17,Critical,10.200.205.231
2708,3159,Scanner Enforcement Violation,1,200.75.192.250,High,77.6.142.85
2709,1800,Windows SMB Protection Violation,2,10.196.24.26,Critical,10.200.205.230
2710,1429,Windows SMB Protection Violation,2,10.196.142.65,Critical,10.200.205.230
2711,1856,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.206.126
2712,1911,Windows SMB Protection Violation,2,10.197.90.200,Critical,10.200.205.230
2713,1597,Windows SMB Protection Violation,2,10.196.224.41,Critical,10.200.205.230
2714,1176,,2,10.200.44.156,Informational,10.129.47.157
2715,3203,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2716,1144,,2,10.196.79.247,Informational,219.19.162.37
2717,3113,SSL Enforcement Violation,1,200.75.192.250,Low,201.171.237.220
2718,539,,2,10.197.88.34,Informational,191.33.223.203
2719,1826,DNS Enforcement Violation,2,10.200.105.201,Critical,10.200.46.20
2720,2268,Scanner Enforcement Violation,1,200.75.192.250,High,115.110.38.6
2721,1318,,2,10.200.43.26,Informational,219.19.162.51
2722,387,,2,10.197.90.45,Informational,10.129.47.15
2723,578,,2,10.197.208.63,Informational,219.19.162.51
2724,2151,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.41
2725,219,Windows SMB Protection Violation,2,10.196.222.62,Critical,10.200.205.230
2726,498,,2,10.196.152.14,Informational,10.177.66.66
2727,3148,Scanner Enforcement Violation,1,200.75.192.254,High,168.144.41.44
2728,3200,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2729,848,,2,192.168.162.26,Informational,191.64.189.114
2730,57,Windows SMB Protection Violation,2,10.200.52.129,Critical,10.200.205.230
2731,2149,Application Servers Protection Violation,1,200.75.192.250,High,190.105.139.87
2732,2815,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.41
2733,1850,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.40
2734,2306,NTP Enforcement Violation,1,200.75.192.250,High,190.105.139.110
2735,1372,Windows SMB Protection Violation,2,10.200.41.40,Critical,10.200.205.231
2736,2494,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.88.18
2737,2894,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.209
2738,1315,,2,10.196.222.95,Informational,95.207.16.137
2739,640,,2,10.196.224.23,Informational,70.158.223.137
2740,2652,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.41
2741,2805,NTP Enforcement Violation,1,200.75.192.252,High,199.29.15.20
2742,2429,Application Servers Protection Violation,1,200.75.192.252,High,190.105.139.83
2743,2933,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.218
2744,3104,Scanner Enforcement Violation,1,200.75.192.254,High,153.135.64.143
2745,1005,,2,10.196.222.125,Informational,95.207.16.140
2746,2051,,5,157.101.250.49,Informational,10.0.11.94
2747,245,Windows SMB Protection Violation,2,10.196.86.112,Critical,10.200.205.230
2748,582,,2,10.196.90.7,Informational,10.177.66.141
2749,491,,2,10.196.84.13,Informational,29.44.170.89
2750,3118,Application Servers Protection Violation,1,200.75.192.250,High,190.105.139.87
2751,619,,2,192.168.176.125,Informational,29.62.150.237
2752,3045,NTP Enforcement Violation,1,200.75.192.250,High,223.182.51.245
2753,834,,2,10.196.94.90,Informational,85.125.2.215
2754,290,,2,10.196.144.51,Informational,19.114.115.131
2755,2418,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.15
2756,1583,Windows SMB Protection Violation,2,10.196.152.41,Critical,10.200.205.231
2757,871,,2,192.168.152.213,Informational,94.221.17.183
2758,2009,,5,74.67.179.11,Informational,10.0.11.80
2759,35,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.86.57
2760,2003,,5,56.116.194.21,Informational,10.0.11.73
2761,1133,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.88.21
2762,2355,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.218
2763,2679,Application Servers Protection Violation,1,200.75.192.250,High,201.154.48.30
2764,2884,NTP Enforcement Violation,1,200.75.192.250,High,190.105.139.70
2765,1278,,2,10.200.44.177,Informational,69.215.202.157
2766,3197,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2767,2802,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.65
2768,3057,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.41
2769,1293,,2,10.196.88.65,Informational,218.58.249.209
2770,2256,Scanner Enforcement Violation,1,200.75.192.252,High,200.147.34.60
2771,2875,Scanner Enforcement Violation,1,200.75.192.254,High,108.165.50.21
2772,2534,SSL Enforcement Violation,1,58.74.136.232,Low,200.75.192.252
2773,2785,Scanner Enforcement Violation,1,200.75.192.254,High,153.135.64.143
2774,503,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.204.9
2775,1040,,2,10.197.88.21,Informational,157.101.17.108
2776,1993,,5,55.246.178.107,Informational,10.0.11.73
2777,2667,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.214
2778,2842,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.59
2779,3216,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2780,2229,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.18
2781,2804,NTP Enforcement Violation,1,200.75.192.254,High,199.29.15.20
2782,462,,2,10.196.86.14,Informational,29.43.240.146
2783,1087,,2,10.197.78.18,Informational,58.212.107.33
2784,2193,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.18
2785,622,Streaming Engine: TCP anomaly detected,2,10.196.0.9,Informational,10.200.105.201
2786,2297,Scanner Enforcement Violation,1,200.75.192.254,High,78.9.130.135
2787,1459,Windows SMB Protection Violation,2,10.196.80.159,Critical,10.200.205.231
2788,2934,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.218
2789,1037,,2,10.196.88.54,Informational,10.129.235.250
2790,1784,Windows SMB Protection Violation,2,10.196.150.11,Critical,10.200.205.231
2791,955,,2,10.197.76.12,Informational,10.26.245.102
2792,2761,Scanner Enforcement Violation,1,200.75.192.250,High,68.210.89.214
2793,390,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.142.21
2794,2180,Scanner Enforcement Violation,1,200.75.192.252,High,168.144.41.44
2795,1494,Windows SMB Protection Violation,2,10.196.80.18,Critical,10.200.205.230
2796,1384,,2,192.168.195.254,Informational,223.175.192.11
2797,962,,2,192.168.152.213,Informational,94.221.17.183
2798,3181,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.41
2799,1750,Windows SMB Protection Violation,2,10.200.52.20,Critical,10.200.205.231
2800,1531,Windows SMB Protection Violation,2,10.196.152.4,Critical,10.200.205.231
2801,2967,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.61
2802,514,,2,10.196.82.15,Informational,94.221.16.154
2803,1289,,2,10.196.142.172,Informational,19.94.119.244
2804,2849,Scanner Enforcement Violation,1,200.75.192.252,High,191.31.160.162
2805,1756,Windows SMB Protection Violation,2,10.197.80.56,Critical,10.200.205.230
2806,1573,Windows SMB Protection Violation,2,10.196.80.22,Critical,10.200.205.231
2807,1681,Windows SMB Protection Violation,2,10.197.78.46,Critical,10.200.205.230
